title,url,bias rating
Alternet_L,https://www.alternet.org/trump-iran-nuclear-weapons/,0
Alternet_L,https://www.alternet.org/trump-2675338969/,0
Alternet_L,https://www.alternet.org/kash-patel-trump-fbi/,0
Alternet_L,https://www.alternet.org/gop-resistance/,0
Alternet_L,https://www.alternet.org/trump-economy-europe/,0
Alternet_L,https://www.alternet.org/trump-fire-cabinet/,0
Alternet_L,https://www.alternet.org/trump-midterms-repubican-party/,0
Alternet_L,https://www.alternet.org/offset-by-job-loss-trump-s-manufacturing-jobs-boom-does-not-exist-report/,0
Alternet_L,https://www.alternet.org/trump-judges-courts/,0
Alternet_L,https://www.alternet.org/trump-stock-trading-ban/,0
Alternet_L,https://www.alternet.org/axel-springer/,0
Alternet_L,https://www.alternet.org/nancy-mace-tony-gonzales/,0
Alternet_L,https://www.alternet.org/trump-iran-2675334486/,0
Alternet_L,https://www.alternet.org/trump-myth-economy/,0
Alternet_L,https://www.alternet.org/republican-congress/,0
Alternet_L,https://www.alternet.org/ponzi-scheme-georgia-liberty/,0
Alternet_L,https://www.alternet.org/crime-rate-under-trump/,0
Alternet_L,https://www.alternet.org/trump-minneapolis-2675334094/,0
Alternet_L,https://www.alternet.org/epstein-house-oversight/,0
Alternet_L,https://www.alternet.org/trump-judge-2675333856/,0
Alternet_L,https://www.alternet.org/trump/trump-democrats/,0
Alternet_L,https://www.alternet.org/white-house-rapid-response-staffer-secretly-running-maga-influencer-account/,0
Alternet_L,https://www.alternet.org/trump/trump-texas-2675333948/,0
Alternet_L,https://www.alternet.org/trump-benen-colin-mcdonald/,0
Alternet_L,https://www.alternet.org/trump-epstein-2675333304/,0
Alternet_L,https://www.alternet.org/trump-thune-midterms/,0
Alternet_L,https://www.alternet.org/tulsi-gabbard-2675333303/,0
Alternet_L,https://www.alternet.org/send/trump-epstein-2675333022/,0
Alternet_L,https://www.alternet.org/department-of-justice-2675332936/,0
Alternet_L,https://www.alternet.org/surgeon-general-confirmation/,0
NewStatesman_L,https://www.newstatesman.com/politics/health/2026/02/inside-the-decision-to-pause-the-puberty-blocker-trial,0
NewStatesman_L,https://www.newstatesman.com/politics/uk-politics/2026/02/on-the-genealogy-of-peter-mandelsons-morality,0
NewStatesman_L,https://www.newstatesman.com/podcasts/the-exchange/2026/02/ai-weiwei-has-done-enough,0
NewStatesman_L,https://www.newstatesman.com/podcasts/politics-podcast/2026/02/a-three-horse-race-in-gorton-and-denton-2,0
NewStatesman_L,https://www.newstatesman.com/podcasts/politics-podcast/2026/02/what-if-russia-wins-2,0
NewStatesman_L,https://www.newstatesman.com/podcasts/politics-podcast/2026/02/labour-togethers-attack-on-press-freedom-2,0
NewStatesman_L,https://www.newstatesman.com/podcasts/politics-podcast/2026/02/andrew-arrested-2,0
NewStatesman_L,https://www.newstatesman.com/comment/2026/02/after-17-years-at-the-new-statesman-i-leave-with-a-renewed-faith-in-the-power-of-ideas,0
NewStatesman_L,https://www.newstatesman.com/politics/health/2026/02/englands-maternity-system-not-working-for-anyone-review-says,0
NewStatesman_L,https://www.newstatesman.com/politics/the-sketch/2026/02/abandon-all-hope-at-the-your-party-hustings,0
NewStatesman_L,https://www.newstatesman.com/politics/conservatives/2026/02/the-tories-will-fight-reform-to-the-death,0
NewStatesman_L,https://www.newstatesman.com/politics/uk-politics/2026/02/a-british-ice-would-be-a-disaster,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/live/2026/feb/26/gorton-and-denton-byelection-green-party-labour-reform-uk-politics-latest-news-updates,0
Guardian_Politics_UK_L,https://www.theguardian.com/environment/2026/feb/26/calls-to-move-england-home-insulation-scheme-into-council-workers-hands,0
Guardian_Politics_UK_L,https://www.theguardian.com/media/2026/feb/26/guardian-joins-media-coalition-to-protect-original-journalism-from-unpaid-use-by-ai,0
Guardian_Politics_UK_L,https://www.theguardian.com/uk-news/2026/feb/26/number-of-asylum-seekers-in-uk-hotels-falls-to-18-month-low,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/26/home-office-criticism-dual-national-border-rules-stranded,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/26/labour-must-search-its-conscience-if-reform-wins-gorton-and-denton-says-green-leader,0
Guardian_Politics_UK_L,https://www.theguardian.com/uk-news/2026/feb/25/trump-administration-meets-with-uk-far-right-activist-tommy-robinson,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/26/taboo-voters-responsible-frayed-britain-populists-enemies,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/26/labour-send-reforms-disabled-children-mainstream-schools,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/26/italy-remigration-europe-deportation-far-right,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/25/the-guardian-view-on-violent-online-rhetoric-all-politicians-have-a-duty-to-set-a-civil-tone,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/25/the-guardian-view-on-saving-westminster-parliament-should-leave-london,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/25/kemi-badenoch-student-loans-debate,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/2026/feb/25/reform-matt-goodwin-labour-gorton-and-denton-byelection-greens,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/26/anas-sarwar-keir-starmer-holyrood-snp-voters-scottish-labour,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/26/gorton-denton-byelection-reform-greens-labour,0
Guardian_Politics_UK_L,https://www.theguardian.com/politics/2026/feb/25/future-of-party-lies-in-balance-corbyn-and-sultanas-battle-for-soul-of-your-party,0
Guardian_Politics_UK_L,https://www.theguardian.com/uk-news/2026/feb/25/gorton-and-denton-right-grassroots-fightback,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/picture/2026/feb/18/ben-jennings-nigel-farage-shadow-cabinet-cartoon,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/picture/2026/feb/17/ella-baron-nigel-farage-keir-starmer-latest-u-turn-cartoon,0
Guardian_Politics_UK_L,https://www.theguardian.com/commentisfree/picture/2026/feb/16/ben-jennings-online-safety-social-media-teenagers-cartoon,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/26/friend-killed-reporting-marie-colvin,0
Guardian_Opinion_L,https://www.theguardian.com/global/2025/jun/26/sign-up-to-matters-of-opinion-a-weekly-discussion-from-our-columnists-and-writers,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/26/tiktok-gen-z-chinamaxxers-culture-china,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/25/jeffrey-epstein-rich-men-entitled-and-insecure,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/25/labour-general-election-elon-musk-restore-britain-rupert-lowe,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/25/baftas-bbc-n-word-john-davidson-black-disabled-people,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/picture/2026/feb/25/stephen-lillie-donald-trump-state-of-the-union-cartoon,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/24/the-guardian-view-on-donald-trumps-tariffs-a-nostalgia-that-misreads-a-changed-world,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/24/the-guardian-view-on-temporary-accommodation-bills-short-term-fixes-must-be-backed-up-by-housebuilding,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/23/afd-nazi-history-far-right-germany,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2025/jun/26/broken-housing-market-inequality-europe-far-right,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2025/dec/22/barcelona-madrid-different-ideas-tackling-spain-housing-crisis,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2025/oct/23/switzerland-zurich-housing-cooperatives-europe-housing-crisis,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2025/jul/10/housing-crisis-in-europe-vienna-renters-social-housing,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/25/brazil-right-precarious-workers-pay-conditions,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/18/how-to-beat-the-far-right-global-left-mexico-politics-morena,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/11/in-slovakia-our-grassroots-movement-helped-oust-a-neo-nazi-we-can-do-it-again,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/04/bnp-east-london-local-politics-margaret-hodge,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/25/donald-trump-maga-nigel-farage-reform-vladimir-putin-nationalism,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/24/epstein-buddies-andrew-mountbatten-windsor-peter-mandelson-arrested,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/24/labour-gorton-denton-byelection-nigel-farage-progressives,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/23/labours-send-revolution-reform-bridget-phillipson,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/19/stripped-of-finery-detained-by-police-as-an-ordinary-citizen-now-andrew-and-britain-enter-a-whole-new-era,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/19/keir-starmer-labour-win-next-election-pm,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/18/no-10-council-nigel-farage-local-government-reform,0
Guardian_Opinion_L,https://www.theguardian.com/commentisfree/2026/feb/17/donald-trump-world-health-organization-hypocrisy-nigel-farage,0
Guardian_Opinion_L,https://www.theguardian.com/uk-news/2026/feb/25/dukes-treachery-and-the-long-arm-of-the-law,0
Dissent_L,https://dissentmagazine.org/online_articles/philanthropy-for-radicals/,0
Dissent_L,https://dissentmagazine.org/online_articles/vindictive-federalism/,0
Dissent_L,https://dissentmagazine.org/blog/know-your-enemy-tucker-carlsons-phases-and-stages/,0
Dissent_L,https://dissentmagazine.org/online_articles/a-crisis-of-conflict-resolution-not-conflict-studies/,0
Dissent_L,https://dissentmagazine.org/online_articles/ice-on-ice/,0
Dissent_L,https://dissentmagazine.org/blog/know-your-enemy-january-6-five-years-later/,0
Dissent_L,https://dissentmagazine.org/article/if-you-want-me-to-pay-my-taxes/,0
Dissent_L,https://dissentmagazine.org/article/a-new-vision-for-public-lands/,0
Dissent_L,https://dissentmagazine.org/article/could-democrats-regain-the-rural-vote/,0
Dissent_L,https://dissentmagazine.org/online_articles/the-trump-doctrine/,0
Dissent_L,https://dissentmagazine.org/blog/know-your-enemy-trump-ballroom/,0
Dissent_L,https://dissentmagazine.org/online_articles/the-child-care-challenge/,0
Dissent_L,https://dissentmagazine.org/article/solace-and-solidarity-on-the-factory-floor/,0
Dissent_L,https://dissentmagazine.org/article/public-debilitation/,0
Dissent_L,https://dissentmagazine.org/online_articles/partyism-zohran-mamdani/,0
Dissent_L,https://dissentmagazine.org/blog/know-your-enemy-zohran-the-jews-and-reckoning-with-gaza/,0
Dissent_L,https://dissentmagazine.org/online_articles/zohrans-promise/,0
Dissent_L,https://dissentmagazine.org/blog/event-november-13-a-conversation-with-germanys-left-party-leader-heidi-reichinnek/,0
Dissent_L,https://dissentmagazine.org/blog/know-your-enemy-break-glass-in-case-of-emergency/,0
Dissent_L,https://dissentmagazine.org/article/the-strongman-illusion/,0
Dissent_L,https://dissentmagazine.org/article/por-que-maga/,0
